player,name,position,team,mean_adp,median_adp,n_drafts
0718,"Eagles, Philadelphia",TMPK,PHI,178.7,182.5,10
14861,"Johnson, Juwan",TE,NOS,179.2962962962963,187.0,27
17078,"Bech, Jack",WR,LVR,180.0,183.0,13
16152,"Richardson, Anthony",QB,IND,180.05882352941177,179.0,17
0519,"Cardinals, Arizona",Def,ARI,180.32467532467533,181.0,77
17082,"Bryant, Pat",WR,DEN,180.42857142857142,178.0,14
16292,"Ryland, Chad",PK,ARI,180.48,182.0,25
12437,"Myers, Jason",PK,SEA,180.5609756097561,182.0,41
16287,"Tucker, Tre",WR,LVR,180.8,178.0,30
16204,"Dell, Tank",WR,HOU,180.83333333333334,190.0,6
11947,"McManus, Brandon",PK,GBP,180.89830508474577,179.0,59
0551,"Bills, Buffalo",ST,BUF,181.0,179.0,3
0556,"Bengals, Cincinnati",ST,CIN,181.0,181.0,1
10976,"Tucker, Justin",PK,FA,181.0,181.0,1
13718,"Carlson, Daniel",PK,LVR,181.1860465116279,181.0,43
16775,"Karty, Joshua",PK,ARI,181.24528301886792,183.0,53
16746,"Ali, Rasheen",RB,BAL,181.5,181.5,2
16174,"Rodriguez, Chris",RB,WAS,181.95454545454547,175.0,22
14054,"Taylor, Zac",Coach,CIN,182.0,189.0,3
17032,"Dart, Jaxson",QB,NYG,182.20833333333334,174.0,24
11945,"Santos, Cairo",PK,CHI,182.4516129032258,183.0,31
0614,"Chargers, Los Angeles",Off,LAC,182.5,182.5,2
12187,"Lockett, Tyler",WR,LVR,182.9811320754717,190.0,53
0502,"Colts, Indianapolis",Def,IND,183.23809523809524,174.0,21
11232,"Hopkins, DeAndre",WR,BAL,183.375,190.5,24
15717,"Pierce, Dameon",RB,KCC,183.5,177.0,12
0513,"Raiders, Las Vegas",Def,LVR,183.83333333333334,184.5,12
17108,"Arroyo, Elijah",TE,SEA,184.0,182.5,10
0711,"Broncos, Denver",TMPK,DEN,184.08333333333334,180.5,12
11674,"Cooks, Brandin",WR,BUF,184.16666666666666,183.5,6
9151,"O'Connell, Kevin",Coach,MIN,184.5,184.5,2
0731,"Ravens, Baltimore",TMPK,BAL,184.85714285714286,182.0,7
17098,"Horton, Tory",WR,SEA,184.9,176.5,20
14858,"Jefferson, Van",WR,TEN,185.0,181.5,4
0720,"Commanders, Washington",TMPK,WAS,185.77777777777777,191.0,9
16649,"Johnson, Theo",TE,NYG,186.0,186.0,11
17066,"Monangai, Kyle",RB,CHI,186.46666666666667,186.0,15
17033,"Milroe, Jalen",QB,SEA,186.8,171.0,5
12678,"Higbee, Tyler",TE,LAR,186.9047619047619,188.0,21
17064,"Hunter, Jarquez",RB,LAR,187.0,187.0,13
16171,"Miller, Kendre",RB,NOS,187.05263157894737,186.0,19
16444,"Grupe, Blake",PK,IND,187.78571428571428,180.0,14
17086,"Royals, Jalen",WR,KCC,187.83333333333334,187.5,6
16593,"Corum, Blake",RB,LAR,187.9512195121951,188.0,41
0552,"Colts, Indianapolis",ST,IND,188.0,188.0,1
17079,"Johnson, Tez",WR,TBB,188.0,188.0,1
16628,"McMillan, Jalen",WR,TBB,188.42857142857142,185.0,7
0709,"Jaguars, Jacksonville",TMPK,JAC,188.75,176.5,8
17056,"Etienne, Trevor",RB,CAR,188.92857142857142,188.5,14
0603,"Dolphins, Miami",Off,MIA,189.0,189.0,1
14059,"Jones, Daniel",QB,IND,189.0,199.0,20
14358,"Browning, Jake",QB,CIN,189.0,189.0,1
15759,"Metchie, John",WR,NYJ,189.0,189.0,2
15768,"Pierce, Alec",WR,IND,189.22857142857143,188.0,35
17099,"Gadsden, Oronde",TE,LAC,189.28571428571428,156.0,7
0724,"Vikings, Minnesota",TMPK,MIN,189.57142857142858,186.0,7
17058,"Brooks, Tahj",RB,CIN,189.7058823529412,186.0,17
