player,name,position,team,mean_adp,median_adp,n_drafts
0570,"Commanders, Washington",ST,WAS,217.0,217.0,2
0580,"49ers, San Francisco",ST,SFO,217.0,240.0,3
14095,"Johnson, Ty",RB,BUF,218.36363636363637,210.0,11
0565,"Seahawks, Seattle",ST,SEA,220.0,202.0,3
13898,"Joseph, Greg",PK,LVR,220.0,220.0,1
17046,"Neal, Devin",RB,NOS,220.8,203.0,5
13424,"Hill, Taysom",TE,NOS,222.0,212.5,6
16193,"Boutte, Kayshon",WR,NEP,222.28571428571428,209.0,7
11640,"Bridgewater, Teddy",QB,TBB,224.5,224.5,2
0553,"Dolphins, Miami",ST,MIA,225.33333333333334,223.0,3
0578,"Rams, Los Angeles",ST,LAR,225.5,225.5,2
16788,"Vele, Devaughn",WR,NOS,226.0,226.0,1
10700,"Cousins, Kirk",QB,ATL,226.5,226.5,2
0567,"Giants, New York",ST,NYG,228.66666666666666,232.0,3
16585,"Milton, Joe",QB,DAL,229.0,229.0,1
16624,"Thrash, Jamari",WR,CLE,229.5,229.5,2
1395,"Carroll, Pete",Coach,FA,230.0,230.0,1
16626,"Mitchell, Adonai",WR,NYJ,230.8,200.0,5
16643,"Sanders, Ja'Tavion",TE,CAR,231.0,203.5,4
15965,"Chestnut, Julius",RB,TEN,234.0,234.0,1
14079,"Sanders, Miles",RB,DAL,239.75,219.0,4
0566,"Cowboys, Dallas",ST,DAL,240.0,260.0,3
10868,"Zuerlein, Greg",PK,FA,240.0,240.0,1
9424,"Morris, Raheem",Coach,FA,242.0,242.0,1
16419,"Szmyt, Andre",PK,CLE,243.0,243.0,2
0576,"Falcons, Atlanta",ST,ATL,245.0,245.0,2
0702,"Colts, Indianapolis",TMPK,IND,246.0,232.0,3
0568,"Eagles, Philadelphia",ST,PHI,248.0,248.0,1
17029,"Coen, Liam",Coach,JAC,248.0,248.0,1
0727,"Panthers, Carolina",TMPK,CAR,248.5,248.5,2
0715,"Seahawks, Seattle",TMPK,SEA,248.5,248.5,2
13133,"Perine, Samaje",RB,CIN,250.0,254.0,4
0563,"Raiders, Las Vegas",ST,LVR,251.0,251.0,2
0717,"Giants, New York",TMPK,NYG,251.0,251.0,2
13148,"Ogunbowale, Dare",RB,HOU,254.0,254.0,1
0555,"Jets, New York",ST,NYJ,255.0,255.0,1
16577,"Canales, Dave",Coach,CAR,256.0,256.0,1
13143,"McNichols, Jeremy",RB,WAS,256.5,256.5,2
0729,"Saints, New Orleans",TMPK,NOS,260.5,260.5,2
14067,"Minshew, Gardner",QB,KCC,264.0,264.0,1
0721,"Bears, Chicago",TMPK,CHI,264.0,264.0,2
0723,"Packers, Green Bay",TMPK,GBP,265.0,265.0,1
0529,"Saints, New Orleans",Def,NOS,266.5,266.5,2
0508,"Titans, Tennessee",Def,TEN,269.5,269.5,2
16393,"Bobo, Jake",WR,SEA,272.0,272.0,1
15109,"Westbrook-Ikhine, Nick",WR,MIA,274.0,274.0,1
16752,"Davis, Isaiah",RB,NYJ,276.0,276.0,1
14063,"Stidham, Jarrett",QB,DEN,279.0,279.0,1
12677,"Hooper, Austin",TE,NEP,280.0,280.0,1
15263,"Mitchell, Elijah",RB,NEP,282.0,297.0,3
0719,"Cardinals, Arizona",TMPK,ARI,285.5,285.5,2
15727,"Knight, Bam",RB,ARI,293.0,293.0,1
16423,"Brownlee, Jason",WR,KCC,294.0,294.0,1
16644,"Sinnott, Ben",TE,WAS,300.0,300.0,1
12785,"Robinson, Demarcus",WR,SFO,302.5,302.5,2
0708,"Titans, Tennessee",TMPK,TEN,313.0,313.0,1
15795,"Kolar, Charlie",TE,BAL,315.0,315.0,1
14370,"Hudson, Tanner",TE,CIN,325.0,325.0,1
0704,"Patriots, New England",TMPK,NEP,326.0,326.0,1
16221,"Schoonmaker, Luke",TE,DAL,327.5,327.5,2
16385,"Demercado, Emari",RB,ARI,337.0,337.0,1
0705,"Jets, New York",TMPK,NYJ,345.0,345.0,1
15693,"Howell, Sam",QB,PHI,351.0,351.0,1
13632,"Lazard, Allen",WR,FA,354.0,354.0,1
